Time,Seatpad-X,Seatpad-Y,Seatpad-Z,X_w,Y_w,Z_w,alX,alY,alZ
45.676,0.039147008,-0.050630804,1.16300559,-0.00149098,0.001236789,-0.377435416,0.003004154,-0.018773077,0.064946033
45.678,0.042356819,-0.051581979,1.279706359,-0.001059182,0.000208063,-0.281286597,0.005689069,-0.024823619,-0.048618466
45.68,0.036685113,-0.062044904,1.539770484,-0.000519798,-0.001045905,-0.183084384,0.008700591,-0.031016601,-0.157118991
45.682,0.039770272,-0.059952319,1.595251799,1.95E-05,-0.002445454,-0.076000273,0.011578169,-0.037200574,-0.256414771
45.684,0.044226613,-0.045494456,1.645406723,0.000528136,-0.00385902,0.040159952,0.014238089,-0.042717494,-0.342654854
45.686,0.030951079,-0.031004891,1.743973017,0.00102572,-0.00508544,0.155906707,0.016518975,-0.046449475,-0.412356377
45.688,0.021851417,-0.019622495,1.794983983,0.001432446,-0.00595957,0.265272945,0.017746963,-0.047635786,-0.46254915
45.69,0.02777243,0.016680688,1.989104748,0.00165456,-0.006393542,0.369893432,0.017687755,-0.045616765,-0.490982771
45.692,0.017800201,0.022609681,1.811216235,0.00173783,-0.006304488,0.470661938,0.016662514,-0.039898332,-0.496352166
45.694,0.010663821,0.022958444,1.703455806,0.001730697,-0.005752645,0.557251215,0.014675075,-0.031292476,-0.478474438
45.696,0.013032227,0.037606541,1.660719395,0.001606124,-0.004960633,0.616100729,0.011790819,-0.021098919,-0.438353211
45.698,0.026775206,0.028380141,1.423386812,0.001430548,-0.004075015,0.644171536,0.008790893,-0.010296006,-0.378095925
45.7,0.021539787,0.025970498,1.37855792,0.001353802,-0.00317929,0.643733263,0.006452185,-9.50E-05,-0.300694287
45.702,0.018735094,0.022165798,1.137357473,0.001388289,-0.002374653,0.616915107,0.004734778,0.008541812,-0.209718019
45.704,0.017706707,0.035070073,0.826726198,0.00141415,-0.001657387,0.562749922,0.003315325,0.015539523,-0.108996265
45.706,-0.009000177,0.054632574,0.753649533,0.00130307,-0.000852857,0.478072941,0.001566984,0.021758502,-0.002361082
45.708,-0.002113103,0.051715635,0.647601187,0.000941954,0.000218966,0.369824886,-0.001206881,0.027964635,0.106497087
45.71,-0.001552165,0.059673805,0.541140735,0.000367906,0.001534303,0.252488911,-0.00466405,0.034099326,0.214052156
45.712,0.003745583,0.060498159,0.547988713,-0.000223579,0.002954591,0.135618329,-0.008014438,0.039972804,0.316875994
45.714,0.008762865,0.047784112,0.375965327,-0.000694318,0.004367735,0.022884376,-0.010702332,0.045144308,0.411545306
45.716,0.01007172,0.044613533,0.275687039,-0.00102468,0.005652169,-0.087547228,-0.012415175,0.048892163,0.494591087
45.718,0.016834138,0.023370622,0.124112412,-0.001240925,0.006691325,-0.200389057,-0.013075911,0.050616391,0.562546134
45.72,0.023596557,0.009324933,0.162251785,-0.001345665,0.007387957,-0.314929396,-0.012575083,0.049705118,0.612114787
45.722,0.0099159,-0.002057462,0.192623764,-0.001356793,0.007682327,-0.421913475,-0.011236854,0.045957308,0.640452981
45.724,0.008170764,-0.009064452,0.242937282,-0.001394847,0.007619126,-0.51044184,-0.009917818,0.039811336,0.645509601
45.726,0.003870237,-0.033477947,0.284500599,-0.001572088,0.007260577,-0.576251626,-0.009148265,0.0316207,0.626353383
45.728,0.007734477,-0.041562933,0.436011821,-0.001863205,0.006574678,-0.619532108,-0.008923108,0.021493066,0.583399713
45.73,0.021446297,-0.054150153,0.640816629,-0.002136176,0.00553526,-0.637347698,-0.008720946,0.009869006,0.518469214
45.732,0.018610442,-0.034460828,0.774542212,-0.002258112,0.004274831,-0.624852836,-0.007978368,-0.002053364,0.43465209
45.734,0.022038398,-0.040897112,0.956837535,-0.002222938,0.003040017,-0.582418323,-0.006718553,-0.012800337,0.336006403
45.736,0.028582674,-0.042418994,1.154857874,-0.002102646,0.001944005,-0.514338255,-0.005016078,-0.021823643,0.22716634
45.738,0.038243271,-0.047174867,1.217821002,-0.001888521,0.000889997,-0.425367206,-0.002640795,-0.029302357,0.112955138
45.74,0.046158735,-0.055450089,1.222861886,-0.001505725,-0.000242678,-0.324850738,0.000653538,-0.035577279,-0.001917183
45.742,0.041920535,-0.04967963,1.474429607,-0.000944338,-0.001481178,-0.222066239,0.004699397,-0.040887896,-0.113030665
45.744,0.033693444,-0.061125435,1.599975467,-0.000327748,-0.002781463,-0.11504145,0.008725631,-0.045317527,-0.216315597
45.746,0.03397391,-0.04761875,1.632883787,0.000188859,-0.004090104,0.000539396,0.012005802,-0.048898689,-0.308044076
45.748,0.031480853,-0.035412002,1.708338141,0.000570472,-0.005303133,0.118592195,0.014339867,-0.051090013,-0.384819418
45.75,0.017706707,-0.030529303,1.73376441,0.000841273,-0.006274917,0.230201185,0.015508437,-0.051354147,-0.443621397
45.752,0.02456262,-0.004752458,1.878174186,0.000985261,-0.006924853,0.333254129,0.015369949,-0.049401984,-0.481935799
45.754,0.02256817,0.029584963,1.862100363,0.001036348,-0.007133757,0.430124074,0.014362959,-0.044362128,-0.49795413
45.756,0.017987179,0.023275502,1.684655547,0.001066778,-0.006777608,0.516922534,0.01284539,-0.035976686,-0.490793049
45.758,0.015649935,0.041506357,1.747238517,0.001067474,-0.005974618,0.583097696,0.010851244,-0.025316942,-0.460664153
45.76,0.026557064,0.032977488,1.524362564,0.001030453,-0.004970836,0.624082625,0.008744789,-0.013620757,-0.408934027
45.762,0.024406804,0.018012334,1.382013798,0.001034363,-0.00397551,0.639078856,0.00708347,-0.002476549,-0.338044971
45.764,0.010289861,0.016014867,1.2608428,0.001085239,-0.003177605,0.625743628,0.00569023,0.006605791,-0.25130713
45.766,0.019233707,0.015919749,0.95962745,0.001069833,-0.00261639,0.583922327,0.004150229,0.013253375,-0.152608767
45.768,0.001377179,0.050542522,0.793627739,0.000929882,-0.002078821,0.51316458,0.002356918,0.018456731,-0.046109017
45.77,-0.00990391,0.054442339,0.718173325,0.000625401,-0.001242726,0.416415095,-0.000218952,0.023782799,0.064022593
45.772,-0.006164324,0.045089118,0.551032245,9.80E-05,-3.51E-05,0.304314673,-0.003826382,0.029423678,0.173777699
45.774,-0.000523779,0.059420153,0.559909225,-0.00055958,0.001313297,0.187199876,-0.007768616,0.03480358,0.279380351
45.776,0.009448456,0.041442946,0.422981679,-0.001141172,0.002619559,0.071303107,-0.011106891,0.039610472,0.377279878
45.778,-0.003328469,0.02990202,0.270836383,-0.001562266,0.00377748,-0.042455543,-0.013532374,0.042997494,0.464110255
45.78,0.009791248,0.019122036,0.175757483,-0.001904649,0.00464901,-0.158056036,-0.015227004,0.044160552,0.536670208
45.782,0.02584031,0.009863934,0.157179207,-0.002172841,0.005185258,-0.275258452,-0.015724052,0.042953037,0.591970384
45.784,0.023627721,0.005900702,0.189421698,-0.002237326,0.005448339,-0.385725677,-0.014549424,0.039654136,0.627372921
45.786,0.017239261,0.007073819,0.185648993,-0.002115834,0.005542798,-0.480389357,-0.012291916,0.034957334,0.6408149
45.788,0.018828584,-0.007447454,0.281488776,-0.00198786,0.005541931,-0.555121183,-0.009790407,0.029417174,0.631075263
45.79,0.006519111,-0.022856491,0.382813275,-0.001969099,0.005384222,-0.607800364,-0.007645061,0.022912009,0.598015487
45.792,0.021633275,-0.034714475,0.592532218,-0.002051452,0.004930577,-0.634373784,-0.006059461,0.015161858,0.54272306
45.794,0.017457403,-0.038677704,0.719568253,-0.002132827,0.004147852,-0.630786896,-0.004684236,0.006370569,0.467505544
45.796,0.021820253,-0.02209555,0.87047708,-0.00212855,0.003195359,-0.597785413,-0.003331003,-0.002446414,0.375728399
45.798,0.024250984,-0.032082889,1.059271693,-0.002046114,0.002301024,-0.540032327,-0.001960419,-0.010185593,0.271533489
45.8,0.030545959,-0.033319417,1.203015566,-0.001894626,0.001513268,-0.461114287,-0.000377173,-0.016704665,0.159508511
45.802,0.047218286,-0.048474807,1.155745506,-0.001613815,0.000684242,-0.367127776,0.001851719,-0.022472024,0.044380594
45.804,0.044320107,-0.038931347,1.331700206,-0.001127807,-0.000293008,-0.268708616,0.005053442,-0.027735727,-0.069213301
45.806,0.038960028,-0.061505906,1.573566437,-0.000491438,-0.001403273,-0.167987332,0.008732554,-0.032627814,-0.176865086
45.808,0.036685113,-0.058145087,1.613925099,0.000122663,-0.002644071,-0.0575995,0.012102988,-0.037535973,-0.274466187
45.81,0.037090238,-0.047301691,1.68972826,0.000623509,-0.003979684,0.061422542,0.01481371,-0.042160556,-0.358256876
45.812,0.026588228,-0.034936413,1.743909597,0.001022847,-0.005216559,0.178848401,0.016643146,-0.045480203,-0.424903065
45.814,0.028364532,-0.011283861,1.819681048,0.00132017,-0.00612721,0.28853026,0.017382313,-0.04650664,-0.47162959
45.816,0.029299431,0.025082735,1.980037451,0.001530061,-0.006520556,0.391986012,0.017242001,-0.044051044,-0.496403903
45.818,0.016771812,0.023243794,1.747238517,0.001684975,-0.00628875,0.489342391,0.016370483,-0.037660711,-0.498130828
45.82,0.011380575,0.028665496,1.716042161,0.001734595,-0.005588961,0.569673836,0.014507287,-0.028494868,-0.476798326
45.822,0.014403407,0.028158199,1.621343613,0.001626891,-0.004728875,0.621866524,0.011750305,-0.018114718,-0.433520108
45.824,0.018859746,0.011766284,1.387403369,0.001444225,-0.003922687,0.644595563,0.008744203,-0.008030428,-0.370448261
45.826,0.015307139,0.014239337,1.350754023,0.001301704,-0.003290035,0.638950467,0.005988162,0.000435,-0.29056868
45.828,0.016896464,0.006661643,1.070272803,0.001209134,-0.002848822,0.606443167,0.003592604,0.006800005,-0.197425306
45.83,0.012969901,0.035006661,0.812427938,0.001114627,-0.002460056,0.546476841,0.001534304,0.011621086,-0.094838776
45.832,-0.008314585,0.055805691,0.775112867,0.000929381,-0.001840319,0.458036631,-0.000695609,0.016468644,0.01331902
45.834,-0.004450345,0.047879234,0.625408769,0.000534128,-0.000797901,0.350092202,-0.003712597,0.022189116,0.123255409
45.836,-0.008408075,0.058817741,0.564442873,-6.81E-05,0.000536399,0.235420018,-0.007343688,0.028328724,0.231288821
45.838,0.007796803,0.056281276,0.520248115,-0.000708744,0.001942452,0.121079892,-0.01083279,0.034472968,0.333813429
45.84,0.003745583,0.030821489,0.342137665,-0.001218284,0.003271994,0.009278996,-0.013460441,0.039732892,0.427250713
45.842,0.011848024,0.041157596,0.23650147,-0.001558764,0.004373908,-0.10276369,-0.014999038,0.043136951,0.50804621
45.844,0.02247468,0.015380748,0.104044072,-0.001755873,0.005196894,-0.218605787,-0.015258051,0.044463322,0.572754562
45.846,0.023877028,0.01810745,0.184539363,-0.001791405,0.005767771,-0.334617436,-0.014057883,0.043577489,0.618228793
45.848,0.016273201,0.011100462,0.189104676,-0.001700194,0.006118816,-0.43969503,-0.011901276,0.040795062,0.641895294
45.85,0.016117385,0.004283705,0.260247409,-0.001615586,0.006312881,-0.524103582,-0.009584918,0.036656134,0.642064691
45.852,0.010663821,-0.012203329,0.304600686,-0.001628877,0.006344371,-0.585458696,-0.007620694,0.031234035,0.618205249
45.854,0.018111831,-0.020637082,0.479096919,-0.001719592,0.006124779,-0.623892426,-0.006112713,0.024456052,0.571103156
45.856,0.025902636,-0.037726529,0.663452983,-0.001782769,0.00559319,-0.636048973,-0.004672398,0.016339945,0.502858341
45.858,0.022381192,-0.021651668,0.800919533,-0.00172505,0.004805734,-0.618038833,-0.002999427,0.007484745,0.416706204
45.86,0.024593782,-0.030814655,0.991616368,-0.001571234,0.003944109,-0.571172178,-0.00125222,-0.001014562,0.316708118
45.862,0.028395694,-0.03680706,1.19268024,-0.001388052,0.003112596,-0.499256343,0.000496699,-0.008768295,0.207388684
45.864,0.036996745,-0.044067696,1.194835901,-0.001156055,0.002226168,-0.407320023,0.002476051,-0.015991386,0.093403816
45.866,0.046470366,-0.047111455,1.233197331,-0.000790121,0.001195706,-0.30649367,0.0050562,-0.022766862,-0.020698862
45.868,0.032384589,-0.052691683,1.505213618,-0.00027808,3.22E-05,-0.205267966,0.008084676,-0.029090948,-0.130608082
45.87,0.028800817,-0.060744964,1.617317438,0.000229969,-0.001237329,-0.098649904,0.010709817,-0.035064325,-0.232288733
45.872,0.036498137,-0.044765223,1.658405066,0.00060734,-0.002568663,0.018129889,0.012593064,-0.040447336,-0.321985662
45.874,0.031885978,-0.04111905,1.697146773,0.000914374,-0.00382152,0.137023628,0.01399371,-0.04446575,-0.396250486
45.876,0.021757927,-0.029768363,1.730720878,0.001203452,-0.004850487,0.247481287,0.014738178,-0.046590671,-0.452035248
45.878,0.027928246,0.007327465,1.903853893,0.001415909,-0.005540805,0.348004043,0.014626423,-0.04605623,-0.486863822
45.88,0.022879804,0.022419445,1.856584072,0.001544209,-0.005714719,0.443019271,0.013917506,-0.04183802,-0.499053329
45.882,0.013655491,0.015317337,1.679234385,0.001612547,-0.005346785,0.528565943,0.012618393,-0.034387544,-0.487927765
45.884,0.014341081,0.040174711,1.731259942,0.001580979,-0.004663862,0.592501879,0.010586962,-0.0249456,-0.453956485
45.886,0.025777984,0.019122036,1.48847425,0.001475035,-0.003858805,0.629712462,0.00832101,-0.014552024,-0.398768187
45.888,0.024687272,0.02032686,1.376148582,0.001429336,-0.003068432,0.639979243,0.006537896,-0.004705366,-0.325024903
45.89,0.014590385,0.016617276,1.198830605,0.001475803,-0.002418584,0.621762574,0.005190761,0.003550514,-0.236180604
45.892,0.017706707,0.028633788,0.903385401,0.00149432,-0.001870683,0.574274957,0.003866554,0.010239379,-0.136178419
45.894,0.000286466,0.056820273,0.808686912,0.001382857,-0.001202921,0.497470349,0.002235956,0.016360044,-0.029151868
45.896,-0.012241151,0.045025706,0.686691701,0.001062499,-0.000213516,0.397356093,-0.000348863,0.022761071,0.080811061
45.898,0.000878567,0.043789178,0.52411598,0.00050705,0.001006838,0.284674823,-0.003927536,0.02889502,0.189807281
45.9,0.000535772,0.057359274,0.567676604,-0.000125619,0.002234697,0.167401344,-0.00758758,0.034350738,0.294158965
45.902,0.015400632,0.036274895,0.413819343,-0.000625705,0.003408948,0.052013598,-0.01045749,0.039029807,0.390384406
45.904,0.015743425,0.039730828,0.273277581,-0.000906931,0.004487876,-0.059914611,-0.011993011,0.042329777,0.475149155
45.906,0.025372861,0.033643313,0.14750962,-0.000987201,0.005404913,-0.173572198,-0.012043678,0.044073123,0.545253992
45.908,0.033225995,0.029711785,0.181273893,-0.000899004,0.006178397,-0.289442807,-0.010586611,0.044423882,0.597703278
45.91,0.023066781,0.029553257,0.180734932,-0.000679513,0.006845918,-0.398187488,-0.007974865,0.043569855,0.62987411
45.912,0.016678324,0.012844281,0.177501187,-0.000457423,0.007398084,-0.490549743,-0.005211072,0.041590739,0.639767706
45.914,0.014808531,-0.000377053,0.271946013,-0.000375455,0.007742228,-0.563724518,-0.003070006,0.038109113,0.6262936
45.916,0.007267028,-0.023332078,0.415880084,-0.000455631,0.007733969,-0.615219891,-0.001855204,0.03261587,0.589509189
45.918,0.014341081,-0.040389817,0.634254038,-0.000637411,0.007269112,-0.638671041,-0.001530449,0.024743676,0.530742228
45.92,0.017083442,-0.036743648,0.757358909,-0.000823191,0.006378107,-0.629238367,-0.001614859,0.0149053,0.452548563
45.922,0.020449072,-0.038994763,0.879924774,-0.000922494,0.005264742,-0.589927971,-0.0016351,0.004355059,0.358507544
45.924,0.026899861,-0.044796932,1.090943575,-0.000905563,0.004122132,-0.527866364,-0.001292772,-0.005937782,0.252903879
45.926,0.035750214,-0.045113988,1.221435308,-0.00075733,0.002977217,-0.44648838,-0.000241007,-0.015523163,0.140375927
45.928,0.044164285,-0.063978963,1.153621435,-0.000437651,0.001755399,-0.35104388,0.00183522,-0.024392756,0.025609843
45.93,0.038928866,-0.05066251,1.403508663,5.01E-05,0.000398892,-0.251553446,0.00481217,-0.032587238,-0.086868711
45.932,0.033506464,-0.068481192,1.602670312,0.000591016,-0.001057147,-0.148363277,0.007977345,-0.039892092,-0.192798078
45.934,0.032322261,-0.060649849,1.611293674,0.001045784,-0.002560259,-0.03469022,0.010662153,-0.046330344,-0.288213849
45.936,0.03578138,-0.044670105,1.694039822,0.00139495,-0.004035386,0.085009135,0.012736126,-0.051417749,-0.369471192
45.938,0.024406804,-0.040199585,1.73592031,0.001689714,-0.005314319,0.199849173,0.014138372,-0.054340996,-0.433312774
45.94,0.018174157,-0.018544497,1.838608027,0.001899001,-0.006268948,0.306040376,0.014484518,-0.054705873,-0.477011621
45.942,0.013593165,0.014397868,1.969131589,0.001944611,-0.006796539,0.406800389,0.013554703,-0.051779337,-0.498575777
45.944,0.005023276,0.010054169,1.696164012,0.001810818,-0.006797522,0.50113523,0.011399942,-0.045306075,-0.496964455
45.946,0.006706089,0.031899489,1.719593048,0.001531629,-0.006353502,0.576457798,0.008230237,-0.036152326,-0.472247601
45.948,0.017862527,0.035513956,1.578543901,0.001202004,-0.005624821,0.622958004,0.004783785,-0.025152059,-0.425651461
45.95,0.026276598,0.025526615,1.386071682,0.000985832,-0.004729184,0.641067922,0.002087597,-0.013467997,-0.359465152
45.952,0.018111831,0.028221613,1.348756671,0.000958508,-0.003827603,0.632403195,0.000487208,-0.002558554,-0.276825011
45.954,0.019919297,0.0276192,1.028582573,0.001013941,-0.003019176,0.598181963,-0.000404525,0.006873162,-0.181426391
45.956,0.01153639,0.043472122,0.779678166,0.0010133,-0.002228287,0.53585887,-0.001029882,0.014947656,-0.077230327
45.958,-0.009187156,0.05539351,0.749432981,0.00085121,-0.001284418,0.443623036,-0.002150777,0.022366989,0.031773165
45.96,-0.00691224,0.039730828,0.581435978,0.00042977,-0.000125562,0.331820369,-0.004454473,0.029252617,0.141706869
45.962,-0.009654604,0.052730225,0.573890507,-0.000218813,0.001107158,0.214466125,-0.007711531,0.035114005,0.24884963
45.964,0.000660424,0.049844991,0.520533442,-0.000919393,0.002305968,0.099862166,-0.011175612,0.039997101,0.349611193
45.966,0.005802356,0.026002204,0.314618975,-0.001505238,0.003432505,-0.010048302,-0.014031618,0.043526661,0.44048962
45.968,0.016989954,0.032628722,0.183049291,-0.001887423,0.004362365,-0.12118572,-0.015629791,0.045021895,0.518065631
45.97,0.02294213,0.022831619,0.137047455,-0.002042088,0.005050946,-0.238096327,-0.015620684,0.044682749,0.579075277
45.972,0.0274608,0.029616671,0.200613052,-0.001992289,0.005606835,-0.353383541,-0.01402699,0.043070093,0.620578289
45.974,0.010476839,0.024163263,0.201120302,-0.001845762,0.006128532,-0.453988314,-0.011585136,0.040736381,0.640209436
45.976,0.015681099,0.010402933,0.260342538,-0.00177242,0.006601676,-0.533091426,-0.009282422,0.037768468,0.636469066
45.978,0.006799578,-0.006781631,0.322766781,-0.001847047,0.006878405,-0.590686262,-0.007564366,0.03362482,0.608983874
45.98,0.013998284,-0.023300372,0.514446378,-0.002013289,0.006790761,-0.625917435,-0.006466945,0.027761633,0.558664203
45.982,0.022318866,-0.038614292,0.67581737,-0.002159311,0.006272724,-0.634040534,-0.005577847,0.01995049,0.48770234
45.984,0.016865302,-0.029546423,0.816137254,-0.002194359,0.005408423,-0.611989856,-0.004524538,0.010752873,0.399401367
45.986,0.026744043,-0.04229217,1.026965737,-0.002125454,0.004390543,-0.562041402,-0.003304105,0.001205725,0.29787302
45.988,0.039115846,-0.03839235,1.22023046,-0.001953149,0.003342129,-0.487186998,-0.001538832,-0.008050027,0.187680587
45.99,0.044101961,-0.048506513,1.176606417,-0.001595233,0.002258964,-0.39267987,0.001229463,-0.016677666,0.073509254
45.992,0.051331829,-0.046413928,1.273967981,-0.001017528,0.001112507,-0.291009963,0.005012502,-0.024495127,-0.040076125
45.994,0.045815937,-0.062013201,1.539199948,-0.000293335,-0.000121979,-0.189307675,0.009422082,-0.03159716,-0.148765683
45.996,0.030545959,-0.064771608,1.642268062,0.000416238,-0.001491375,-0.080649264,0.013496111,-0.038309574,-0.248552948
45.998,0.041889373,-0.04533593,1.673115611,0.000967134,-0.002954282,0.038483005,0.016531242,-0.04426641,-0.33574602
46,0.030857589,-0.047174867,1.714298487,0.001379887,-0.004314634,0.158255652,0.018583564,-0.04857159,-0.406997681
46.002,0.022910967,-0.030624421,1.751201391,0.001707469,-0.005422802,0.26835531,0.019465722,-0.050822604,-0.459396183
46.004,0.02063605,0.007454289,1.900715232,0.001901049,-0.006175764,0.367993355,0.018940033,-0.050182633,-0.490627229
46.006,0.013406183,0.012368694,1.819363952,0.001932238,-0.006402935,0.460701346,0.017157448,-0.045779299,-0.499180257
46.008,0.003994889,0.009388346,1.654283643,0.00181075,-0.006133699,0.541237533,0.014186837,-0.038413793,-0.484543651
46.01,0.000411118,0.032977488,1.713093758,0.001522905,-0.005613241,0.59861207,0.010097738,-0.029287506,-0.447325438
46.012,0.022318866,0.018614745,1.460226297,0.001145726,-0.00496902,0.629994035,0.005726832,-0.019165959,-0.389254838
46.014,0.021103499,0.024226677,1.36429143,0.000887999,-0.004259773,0.635831892,0.002309899,-0.009209739,-0.31305328
46.016,0.020168601,0.024860794,1.162783742,0.000843199,-0.003567002,0.614062369,0.000151656,-0.000209754,-0.222201392
46.018,0.020573724,0.040935654,0.863629162,0.000894662,-0.002851483,0.562947929,-0.0010798,0.007914869,-0.120653637
46.02,0.002093933,0.065000385,0.819529533,0.000884703,-0.001931502,0.482542843,-0.001991594,0.01596698,-0.012561098
46.022,-0.008408075,0.045596413,0.692937315,0.000665168,-0.000695983,0.381044358,-0.00357017,0.024225298,0.097947851
46.024,-0.003453123,0.042616062,0.496438771,0.000175013,0.000663367,0.269566566,-0.006142986,0.031596314,0.206902221
46.026,-0.00460616,0.051652227,0.552300394,-0.000458362,0.001895559,0.153229132,-0.009181765,0.037478015,0.310540348
46.028,0.005833519,0.025685143,0.395050853,-0.00105165,0.002965003,0.037142012,-0.012012357,0.041713476,0.40530628
46.03,0.002904177,0.025970498,0.229716897,-0.001515142,0.003841854,-0.076331228,-0.014144653,0.043696932,0.487833261
46.032,0.016460178,0.014334455,0.159778893,-0.001840362,0.004458026,-0.191546202,-0.015293526,0.043332886,0.554960251
46.034,0.025404025,0.02175362,0.181115374,-0.00200184,0.004868254,-0.307389259,-0.015054089,0.041179787,0.60381639
46.036,0.024344474,0.019692741,0.17496489,-0.00196332,0.005207182,-0.413912714,-0.013333302,0.038075093,0.631986558
46.038,0.022318866,0.002413061,0.198996186,-0.001792749,0.005518814,-0.503234327,-0.010704343,0.034328632,0.637740135
46.04,0.012969901,-0.013376446,0.276447922,-0.001639485,0.005656351,-0.573138654,-0.007994557,0.02941894,0.620275259
46.042,0.012003839,-0.021937022,0.455446064,-0.001612889,0.005449231,-0.620771289,-0.005886239,0.023004461,0.579913199
46.044,0.017208099,-0.044353049,0.664911389,-0.001700565,0.004861955,-0.639435112,-0.004455092,0.015029103,0.518179655
46.046,0.025092395,-0.03404865,0.77479583,-0.001774785,0.00395801,-0.624731958,-0.003225254,0.005828112,0.437739044
46.048,0.030982241,-0.03040248,0.91223067,-0.001706856,0.002920152,-0.580955684,-0.00168386,-0.003382733,0.342189193
46.05,0.035158113,-0.035855886,1.125912547,-0.00146003,0.001947602,-0.515331507,0.000412253,-0.011615958,0.235764638
46.052,0.046221063,-0.035982706,1.19046092,-0.001052801,0.001053659,-0.431430787,0.003203872,-0.018709028,0.123020291
46.054,0.051768109,-0.044543281,1.17730391,-0.000481409,0.000136089,-0.33588931,0.006856824,-0.02478746,0.008562485
46.056,0.044444758,-0.043560404,1.476268291,0.000229065,-0.000867125,-0.236839503,0.011066524,-0.030053366,-0.103132829
46.058,0.039115846,-0.06321802,1.614242196,0.000947191,-0.001988002,-0.131112114,0.01500522,-0.034902204,-0.207814723
46.06,0.040518191,-0.046699282,1.615256548,0.001548693,-0.003238167,-0.013962069,0.018120628,-0.039531942,-0.301501036
46.062,0.038991194,-0.037282646,1.681770682,0.002041844,-0.004487097,0.105897851,0.020376284,-0.043191221,-0.380525678
46.064,0.022599338,-0.032178007,1.755513072,0.002451506,-0.005524585,0.217871949,0.02153687,-0.045121472,-0.44163695
46.066,0.025591003,-0.005893868,1.860863924,0.002716537,-0.006242882,0.321510375,0.021272834,-0.044865604,-0.482165158
46.068,0.011816861,0.015634395,1.923446774,0.002796562,-0.006548868,0.420802116,0.019630613,-0.041637532,-0.500237346
46.07,0.012003839,0.010434639,1.689411163,0.002709663,-0.006389612,0.512144029,0.01674697,-0.03547439,-0.494984686
46.072,0.006176314,0.03158243,1.751233101,0.00248593,-0.00589247,0.583280921,0.012912632,-0.027275775,-0.466678053
46.074,0.016771812,0.028982552,1.507115841,0.002195759,-0.005196492,0.626758456,0.008759071,-0.017737607,-0.416742712
46.076,0.026463576,0.028126497,1.378367782,0.001974121,-0.004376043,0.641355991,0.005237636,-0.007803551,-0.347638249
46.078,0.013998284,0.01756845,1.317592025,0.001902951,-0.003560938,0.62759012,0.002756215,0.00128763,-0.262627482
46.08,0.020885359,0.027143614,0.995991409,0.001897917,-0.002855161,0.588594735,0.000973392,0.008858848,-0.165486127
46.082,0.004960948,0.050859582,0.79017204,0.001828811,-0.002149015,0.522931933,-0.000511712,0.015495774,-0.060216617
46.084,-0.008719707,0.053491164,0.707584321,0.001587569,-0.001197734,0.42899403,-0.002462632,0.022197932,0.049177445
46.086,-0.000118656,0.041189302,0.576617062,0.001111244,2.24E-05,0.316226751,-0.005252126,0.028738284,0.158823356
46.088,-0.006070832,0.052571695,0.569642246,0.000494853,0.001287489,0.198070437,-0.008404113,0.034436602,0.265017301
46.09,0.00592701,0.034562781,0.479635894,-0.000100712,0.00244792,0.083164029,-0.011360707,0.038985398,0.364198476
46.092,0.006207479,0.029426435,0.284088463,-0.000581709,0.003443998,-0.027683143,-0.013586422,0.04183346,0.452909857
46.094,0.006269805,0.021214623,0.180861741,-0.000936494,0.004210906,-0.140624851,-0.014911089,0.042628933,0.527797818
46.096,0.023347253,0.013732045,0.17223838,-0.001183074,0.004742103,-0.257448047,-0.015200329,0.0414607,0.585690498
46.098,0.019171381,0.021468271,0.196808621,-0.001287394,0.005105728,-0.36913687,-0.014198937,0.038816728,0.623769403
46.1,0.014309919,0.006725056,0.203529775,-0.001271031,0.00538808,-0.465030134,-0.012372656,0.035302989,0.639818668
46.102,0.019140217,0.000922887,0.275908947,-0.001250988,0.005577945,-0.540763021,-0.010346191,0.03096031,0.632506251
46.104,0.004555827,-0.016198264,0.36135,-0.001301043,0.005562025,-0.595298409,-0.008550663,0.025561839,0.601629376
46.106,0.017363913,-0.031068303,0.549827516,-0.001430819,0.005234481,-0.625925303,-0.007279059,0.018817075,0.548253655
46.108,0.020604888,-0.040358111,0.677624524,-0.001566467,0.004551438,-0.628717542,-0.006158986,0.010623069,0.474696994
46.11,0.017270425,-0.023522314,0.832908452,-0.001608421,0.003622054,-0.603032768,-0.004905653,0.001824297,0.384352148
46.112,0.029361757,-0.045874927,1.061934829,-0.001550486,0.002648752,-0.551237881,-0.003493576,-0.006614637,0.281388462
46.114,0.037713502,-0.029165953,1.210846305,-0.001377273,0.00169975,-0.474822044,-0.001506737,-0.014368876,0.170404106
46.116,0.04547314,-0.04000935,1.139735222,-0.001014846,0.000756449,-0.38020134,0.001423178,-0.021056475,0.056106545
46.118,0.043883815,-0.039438643,1.305830002,-0.000460379,-0.000183482,-0.280972153,0.005169957,-0.026611123,-0.056925043
46.12,0.042543802,-0.051074687,1.580065608,0.000183849,-0.001172452,-0.180859938,0.00920462,-0.031421326,-0.1643776
46.122,0.03344414,-0.052913625,1.659831762,0.000786546,-0.002279688,-0.070169397,0.012831194,-0.035860352,-0.262263507
46.124,0.040860988,-0.038582586,1.68982327,0.001280396,-0.003465743,0.052240811,0.015661152,-0.039724279,-0.346946537
46.126,0.031075735,-0.044416461,1.719719768,0.001691651,-0.004584251,0.173559576,0.017671404,-0.042487271,-0.415185273
